instruction,intent,reference,baseline_output,naive_rag_output,hybrid_output,baseline_rouge1,baseline_rougeL,baseline_bleu,naive_rag_rouge1,naive_rag_rougeL,naive_rag_bleu,hybrid_rouge1,hybrid_rougeL,hybrid_bleu
I need help with subscription cancellation for order 102740,subscription_cancellation,"# Subscription Cancellation ## Scope Covers customers who want to cancel a recurring subscription, pause it, or stop auto-renewal. Refunds for already-billed periods follow the refund policy. ## Cancellation Options - **Cancel at period end (default):** access continues until the paid period expires; no further charges occur. - **Immediate cancellation:** access ends now; eligible unused time may be refunded only where the plan terms or local law require it. - **Pause:** billing suspends for a chosen interval and resumes automatically unless cancelled. ## Auto-Renewal Auto-renewal is on by default. Disabling it keeps the subscription active through the current period and prevents the next charge. Confirm to the customer the exact date the final access ends. ## Retention Offering a pause or a downgrade is acceptable when the customer's concern is price or temporary non-use. Do not apply p",Please contact support with your details. The team will review the issue and provide an update.,"According to the Subscription Cancellation SOP: Covers customers who want to cancel a recurring subscription, pause it, or stop auto-renewal. Refunds for already-billed periods follow the refund policy. - **Cancel at period end (default):** access continues until the paid period expires; no further charges occur. - **Immediate cancellation:** access ends now; eligible unused time may be refunded only where the plan terms or local law require it. - **Pause:** billing suspends for a chosen interval and resumes automatically unless cancelled. Auto-renewal is on by default. Disabling it keeps the subscription active through the current period and prevents the next charge. Confirm to the customer the exact date the final access ends. Offering ","According to the Subscription Cancellation SOP: Covers customers who want to cancel a recurring subscription, pause it, or stop auto-renewal. Refunds for already-billed periods follow the refund policy. - **Cancel at period end (default):** access continues until the paid period expires; no further charges occur. - **Immediate cancellation:** access ends now; eligible unused time may be refunded only where the plan terms or local law require it. - **Pause:** billing suspends for a chosen interval and resumes automatically unless cancelled. Auto-renewal is on by default. Disabling it keeps the subscription active through the current period and prevents the next charge. Confirm to the customer the exact date the final access ends. Offering ",0.022058823529411766,0.022058823529411766,8.953669137567467e-06,0.8014705882352942,0.7941176470588235,0.7517936831245356,0.8014705882352942,0.7941176470588235,0.7517936831245356
I need help with data privacy for order 105215,data_privacy,"# Data Privacy ## Scope Covers customer requests about their personal data: what is held, access copies, correction, deletion, marketing preferences, and concerns about how data is used. ## Core Principles Collect only what is needed, use it only for stated purposes, and never share customer data with unauthorized parties. Agents access customer records only to resolve the customer's own request. ## Data Subject Requests - **Access:** the customer may request a copy of their personal data. Fulfilled within the statutory window after identity verification. - **Correction:** inaccurate details are updated through the verified-change workflow. - **Deletion:** account and personal data are deleted on request, except records that must be retained for legal, tax, or fraud-prevention reasons; explain any such retention plainly. - **Marketing opt-out:** honored promptly and does not affect essen",Please contact support with your details. The team will review the issue and provide an update.,"According to the Data Privacy SOP: Covers customer requests about their personal data: what is held, access copies, correction, deletion, marketing preferences, and concerns about how data is used. Collect only what is needed, use it only for stated purposes, and never share customer data with unauthorized parties. Agents access customer records only to resolve the customer's own request. - **Access:** the customer may request a copy of their personal data. Fulfilled within the statutory window after identity verification. - **Correction:** inaccurate details are updated through the verified-change workflow. - **Deletion:** account and personal data are deleted on request, except records that must be retained for legal, tax, ","According to the Data Privacy SOP: Covers customer requests about their personal data: what is held, access copies, correction, deletion, marketing preferences, and concerns about how data is used. Collect only what is needed, use it only for stated purposes, and never share customer data with unauthorized parties. Agents access customer records only to resolve the customer's own request. - **Access:** the customer may request a copy of their personal data. Fulfilled within the statutory window after identity verification. - **Correction:** inaccurate details are updated through the verified-change workflow. - **Deletion:** account and personal data are deleted on request, except records that must be retained for legal, tax, ",0.0390625,0.03125,1.6772989315769302e-05,0.8046875,0.8046875,0.7568895811231479,0.8046875,0.8046875,0.7568895811231479
I need help with refund policy for order 103570,refund_policy,"# Refund Policy ## Eligibility Customers may request a refund within 30 days of the original purchase or delivery date, whichever is later. To be eligible, the item must be unused or defective, and the request must reference a valid order identifier. Digital goods and subscription fees already consumed are non-refundable except where required by local consumer law. ## Refund Methods Approved refunds are issued to the original payment method. If the original card or wallet is no longer active, store credit of equal value is offered as an alternative. Cash refunds are not provided for online orders. ## Processing Time Once a refund is approved, the amount is released within 5–7 business days. Bank or card-network posting can add a further 3–5 business days, so advise customers that the full cycle may take up to 12 business days. Duplicate or accidental charges are prioritized and typically",Please contact support with your details. The team will review the issue and provide an update.,"According to the Refund Policy SOP: Customers may request a refund within 30 days of the original purchase or delivery date, whichever is later. To be eligible, the item must be unused or defective, and the request must reference a valid order identifier. Digital goods and subscription fees already consumed are non-refundable except where required by local consumer law. Approved refunds are issued to the original payment method. If the original card or wallet is no longer active, store credit of equal value is offered as an alternative. Cash refunds are not provided for online orders. Once a refund is approved, the amount is released within 5–7 business days. Bank or card-network posting can add a further 3–5 business days, so","According to the Refund Policy SOP: Customers may request a refund within 30 days of the original purchase or delivery date, whichever is later. To be eligible, the item must be unused or defective, and the request must reference a valid order identifier. Digital goods and subscription fees already consumed are non-refundable except where required by local consumer law. Approved refunds are issued to the original payment method. If the original card or wallet is no longer active, store credit of equal value is offered as an alternative. Cash refunds are not provided for online orders. Once a refund is approved, the amount is released within 5–7 business days. Bank or card-network posting can add a further 3–5 business days, so",0.027210884353741496,0.027210884353741496,4.837915402050155e-06,0.8367346938775511,0.8231292517006803,0.7853360551418002,0.8367346938775511,0.8231292517006803,0.7853360551418002
I need help with technical troubleshooting for order 100180,technical_troubleshooting,"# Technical Troubleshooting ## Scope Covers product and platform technical issues: app crashes, login failures caused by the client, sync errors, broken features, errors on checkout, and performance problems. Account access policy questions follow account recovery. ## First-Line Steps 1. Capture the exact symptom, when it started, and whether it is reproducible. 2. Record environment: app or browser version, operating system, and device. 3. Try the standard recovery sequence: update to the latest version, restart the app, clear cache, and retry on another network or device. 4. Confirm whether the issue is account-specific or affects all users (check the status dashboard for a known incident). ## Crashes And Errors For repeatable crashes, collect the action that triggers it and any error code or screenshot. For checkout or payment errors, do not retry charges repeatedly — confirm whether ",Please contact support with your details. The team will review the issue and provide an update.,"According to the Technical Troubleshooting SOP: Covers product and platform technical issues: app crashes, login failures caused by the client, sync errors, broken features, errors on checkout, and performance problems. Account access policy questions follow account recovery. 1. Capture the exact symptom, when it started, and whether it is reproducible. 2. Record environment: app or browser version, operating system, and device. 3. Try the standard recovery sequence: update to the latest version, restart the app, clear cache, and retry on another network or device. 4. Confirm whether the issue is account-specific or affects all users (check the status dashboard for a known incident). For repeatable crashes, collect the action that trigger","According to the Technical Troubleshooting SOP: Covers product and platform technical issues: app crashes, login failures caused by the client, sync errors, broken features, errors on checkout, and performance problems. Account access policy questions follow account recovery. 1. Capture the exact symptom, when it started, and whether it is reproducible. 2. Record environment: app or browser version, operating system, and device. 3. Try the standard recovery sequence: update to the latest version, restart the app, clear cache, and retry on another network or device. 4. Confirm whether the issue is account-specific or affects all users (check the status dashboard for a known incident). For repeatable crashes, collect the action that trigger",0.03731343283582089,0.029850746268656716,2.049981961774131e-05,0.7985074626865671,0.7985074626865671,0.7522877097027986,0.7985074626865671,0.7985074626865671,0.7522877097027986
I need help with technical troubleshooting for order 102780,technical_troubleshooting,"# Technical Troubleshooting ## Scope Covers product and platform technical issues: app crashes, login failures caused by the client, sync errors, broken features, errors on checkout, and performance problems. Account access policy questions follow account recovery. ## First-Line Steps 1. Capture the exact symptom, when it started, and whether it is reproducible. 2. Record environment: app or browser version, operating system, and device. 3. Try the standard recovery sequence: update to the latest version, restart the app, clear cache, and retry on another network or device. 4. Confirm whether the issue is account-specific or affects all users (check the status dashboard for a known incident). ## Crashes And Errors For repeatable crashes, collect the action that triggers it and any error code or screenshot. For checkout or payment errors, do not retry charges repeatedly — confirm whether ",Please contact support with your details. The team will review the issue and provide an update.,"According to the Technical Troubleshooting SOP: Covers product and platform technical issues: app crashes, login failures caused by the client, sync errors, broken features, errors on checkout, and performance problems. Account access policy questions follow account recovery. 1. Capture the exact symptom, when it started, and whether it is reproducible. 2. Record environment: app or browser version, operating system, and device. 3. Try the standard recovery sequence: update to the latest version, restart the app, clear cache, and retry on another network or device. 4. Confirm whether the issue is account-specific or affects all users (check the status dashboard for a known incident). For repeatable crashes, collect the action that trigger","According to the Technical Troubleshooting SOP: Covers product and platform technical issues: app crashes, login failures caused by the client, sync errors, broken features, errors on checkout, and performance problems. Account access policy questions follow account recovery. 1. Capture the exact symptom, when it started, and whether it is reproducible. 2. Record environment: app or browser version, operating system, and device. 3. Try the standard recovery sequence: update to the latest version, restart the app, clear cache, and retry on another network or device. 4. Confirm whether the issue is account-specific or affects all users (check the status dashboard for a known incident). For repeatable crashes, collect the action that trigger",0.03731343283582089,0.029850746268656716,2.049981961774131e-05,0.7985074626865671,0.7985074626865671,0.7522877097027986,0.7985074626865671,0.7985074626865671,0.7522877097027986
I need help with refund policy for order 100840,refund_policy,"# Refund Policy ## Eligibility Customers may request a refund within 30 days of the original purchase or delivery date, whichever is later. To be eligible, the item must be unused or defective, and the request must reference a valid order identifier. Digital goods and subscription fees already consumed are non-refundable except where required by local consumer law. ## Refund Methods Approved refunds are issued to the original payment method. If the original card or wallet is no longer active, store credit of equal value is offered as an alternative. Cash refunds are not provided for online orders. ## Processing Time Once a refund is approved, the amount is released within 5–7 business days. Bank or card-network posting can add a further 3–5 business days, so advise customers that the full cycle may take up to 12 business days. Duplicate or accidental charges are prioritized and typically",Please contact support with your details. The team will review the issue and provide an update.,"According to the Refund Policy SOP: Customers may request a refund within 30 days of the original purchase or delivery date, whichever is later. To be eligible, the item must be unused or defective, and the request must reference a valid order identifier. Digital goods and subscription fees already consumed are non-refundable except where required by local consumer law. Approved refunds are issued to the original payment method. If the original card or wallet is no longer active, store credit of equal value is offered as an alternative. Cash refunds are not provided for online orders. Once a refund is approved, the amount is released within 5–7 business days. Bank or card-network posting can add a further 3–5 business days, so","According to the Refund Policy SOP: Customers may request a refund within 30 days of the original purchase or delivery date, whichever is later. To be eligible, the item must be unused or defective, and the request must reference a valid order identifier. Digital goods and subscription fees already consumed are non-refundable except where required by local consumer law. Approved refunds are issued to the original payment method. If the original card or wallet is no longer active, store credit of equal value is offered as an alternative. Cash refunds are not provided for online orders. Once a refund is approved, the amount is released within 5–7 business days. Bank or card-network posting can add a further 3–5 business days, so",0.027210884353741496,0.027210884353741496,4.837915402050155e-06,0.8367346938775511,0.8231292517006803,0.7853360551418002,0.8367346938775511,0.8231292517006803,0.7853360551418002
I need help with payment methods for order 101800,payment_methods,"# Payment Methods ## Accepted Methods The store accepts major credit and debit cards, common digital wallets, and bank transfer for eligible regions. Gift cards and store credit can be combined with one other payment method at checkout. Cash on delivery is not offered for online orders. ## Authorization vs Capture At checkout the payment is authorized (a temporary hold) and only captured when the order ships. A visible pending hold that does not match the final total is normal and resolves within 3–5 business days; explain this before treating it as a billing dispute. ## Failed Or Declined Payments Common causes: insufficient funds, an expired card, a billing-address mismatch, or the bank's fraud screening. Advise the customer to verify card details and contact their bank if the decline persists. Never ask the customer to send full card numbers or security codes through chat or email. ##",Please contact support with your details. The team will review the issue and provide an update.,"According to the Payment Methods SOP: The store accepts major credit and debit cards, common digital wallets, and bank transfer for eligible regions. Gift cards and store credit can be combined with one other payment method at checkout. Cash on delivery is not offered for online orders. At checkout the payment is authorized (a temporary hold) and only captured when the order ships. A visible pending hold that does not match the final total is normal and resolves within 3–5 business days; explain this before treating it as a billing dispute. Common causes: insufficient funds, an expired card, a billing-address mismatch, or the bank's fraud screening. Advise the customer to verify card details and contact their bank if the decline","According to the Payment Methods SOP: The store accepts major credit and debit cards, common digital wallets, and bank transfer for eligible regions. Gift cards and store credit can be combined with one other payment method at checkout. Cash on delivery is not offered for online orders. At checkout the payment is authorized (a temporary hold) and only captured when the order ships. A visible pending hold that does not match the final total is normal and resolves within 3–5 business days; explain this before treating it as a billing dispute. Common causes: insufficient funds, an expired card, a billing-address mismatch, or the bank's fraud screening. Advise the customer to verify card details and contact their bank if the decline",0.04827586206896552,0.034482758620689655,6.305283122678082e-06,0.8344827586206897,0.8206896551724138,0.782205578295506,0.8344827586206897,0.8206896551724138,0.782205578295506
I need help with product return for order 103725,product_return,"# Product Return ## Scope Covers physically returning an item, whether for a refund, an exchange, or a warranty replacement. The monetary outcome is governed by the refund policy; this procedure covers the logistics of getting the item back. ## Return Window Items may be returned within 30 days of delivery. They should be in resalable condition with original packaging where practical. Defective or incorrectly-shipped items can be returned at any reasonable time and never incur a restocking deduction. ## Return Methods 1. Issue a prepaid return label for defective or wrong-item cases at no cost to the customer. 2. For change-of-mind returns, the customer may be responsible for return shipping unless a free-returns promotion applies. 3. Provide a return reference and instructions for drop-off or pickup. ## Exchanges For size, color, or model swaps, create the replacement order on a hold an",Please contact support with your details. The team will review the issue and provide an update.,"According to the Product Return SOP: Covers physically returning an item, whether for a refund, an exchange, or a warranty replacement. The monetary outcome is governed by the refund policy; this procedure covers the logistics of getting the item back. Items may be returned within 30 days of delivery. They should be in resalable condition with original packaging where practical. Defective or incorrectly-shipped items can be returned at any reasonable time and never incur a restocking deduction. 1. Issue a prepaid return label for defective or wrong-item cases at no cost to the customer. 2. For change-of-mind returns, the customer may be responsible for return shipping unless a free-returns promotion applies. 3. Provide a return","According to the Product Return SOP: Covers physically returning an item, whether for a refund, an exchange, or a warranty replacement. The monetary outcome is governed by the refund policy; this procedure covers the logistics of getting the item back. Items may be returned within 30 days of delivery. They should be in resalable condition with original packaging where practical. Defective or incorrectly-shipped items can be returned at any reasonable time and never incur a restocking deduction. 1. Issue a prepaid return label for defective or wrong-item cases at no cost to the customer. 2. For change-of-mind returns, the customer may be responsible for return shipping unless a free-returns promotion applies. 3. Provide a return",0.04861111111111111,0.034722222222222224,6.711938945999117e-06,0.8125,0.8055555555555556,0.7628625920701527,0.8125,0.8055555555555556,0.7628625920701527
I need help with escalation matrix for order 105190,escalation_matrix,"# Escalation Matrix ## Purpose Defines when and how to move a case beyond a first-line agent so customers get the right authority quickly without unnecessary hand-offs. ## Severity Levels - **P1 — Critical:** confirmed account takeover, payment fraud, data breach, or a widespread outage. Escalate immediately to the security or incident queue; do not wait for the customer to follow up. - **P2 — High:** data loss risk, repeated failed resolution, high-value dispute, legal or regulatory mention, or a vulnerable customer. Route to a supervisor the same business day. - **P3 — Medium:** standard dispute above agent authority, policy exception request, or a reproducible technical bug. Queue to the relevant specialist team. - **P4 — Low:** routine question answerable with existing procedures. No escalation. ## Authority Limits First-line agents may approve refunds, goodwill credits, and shipping",Please contact support with your details. The team will review the issue and provide an update.,"According to the Refund Policy SOP: Customers may request a refund within 30 days of the original purchase or delivery date, whichever is later. To be eligible, the item must be unused or defective, and the request must reference a valid order identifier. Digital goods and subscription fees already consumed are non-refundable except where required by local consumer law. Approved refunds are issued to the original payment method. If the original card or wallet is no longer active, store credit of equal value is offered as an alternative. Cash refunds are not provided for online orders. Once a refund is approved, the amount is released within 5–7 business days. Bank or card-network posting can add a further 3–5 business days, so","According to the Refund Policy SOP: Customers may request a refund within 30 days of the original purchase or delivery date, whichever is later. To be eligible, the item must be unused or defective, and the request must reference a valid order identifier. Digital goods and subscription fees already consumed are non-refundable except where required by local consumer law. Approved refunds are issued to the original payment method. If the original card or wallet is no longer active, store credit of equal value is offered as an alternative. Cash refunds are not provided for online orders. Once a refund is approved, the amount is released within 5–7 business days. Bank or card-network posting can add a further 3–5 business days, so",0.03875968992248062,0.023255813953488372,1.5756765265664544e-05,0.23255813953488372,0.11627906976744186,0.006902258640811028,0.23255813953488372,0.11627906976744186,0.006902258640811028
My issue is about data privacy; what should I do next?,data_privacy,"# Data Privacy ## Scope Covers customer requests about their personal data: what is held, access copies, correction, deletion, marketing preferences, and concerns about how data is used. ## Core Principles Collect only what is needed, use it only for stated purposes, and never share customer data with unauthorized parties. Agents access customer records only to resolve the customer's own request. ## Data Subject Requests - **Access:** the customer may request a copy of their personal data. Fulfilled within the statutory window after identity verification. - **Correction:** inaccurate details are updated through the verified-change workflow. - **Deletion:** account and personal data are deleted on request, except records that must be retained for legal, tax, or fraud-prevention reasons; explain any such retention plainly. - **Marketing opt-out:** honored promptly and does not affect essen",Please contact support with your details. The team will review the issue and provide an update.,"According to the Data Privacy SOP: Covers customer requests about their personal data: what is held, access copies, correction, deletion, marketing preferences, and concerns about how data is used. Collect only what is needed, use it only for stated purposes, and never share customer data with unauthorized parties. Agents access customer records only to resolve the customer's own request. - **Access:** the customer may request a copy of their personal data. Fulfilled within the statutory window after identity verification. - **Correction:** inaccurate details are updated through the verified-change workflow. - **Deletion:** account and personal data are deleted on request, except records that must be retained for legal, tax, ","According to the Data Privacy SOP: Covers customer requests about their personal data: what is held, access copies, correction, deletion, marketing preferences, and concerns about how data is used. Collect only what is needed, use it only for stated purposes, and never share customer data with unauthorized parties. Agents access customer records only to resolve the customer's own request. - **Access:** the customer may request a copy of their personal data. Fulfilled within the statutory window after identity verification. - **Correction:** inaccurate details are updated through the verified-change workflow. - **Deletion:** account and personal data are deleted on request, except records that must be retained for legal, tax, ",0.0390625,0.03125,1.6772989315769302e-05,0.8046875,0.8046875,0.7568895811231479,0.8046875,0.8046875,0.7568895811231479
I need help with subscription cancellation for order 100075,subscription_cancellation,"# Subscription Cancellation ## Scope Covers customers who want to cancel a recurring subscription, pause it, or stop auto-renewal. Refunds for already-billed periods follow the refund policy. ## Cancellation Options - **Cancel at period end (default):** access continues until the paid period expires; no further charges occur. - **Immediate cancellation:** access ends now; eligible unused time may be refunded only where the plan terms or local law require it. - **Pause:** billing suspends for a chosen interval and resumes automatically unless cancelled. ## Auto-Renewal Auto-renewal is on by default. Disabling it keeps the subscription active through the current period and prevents the next charge. Confirm to the customer the exact date the final access ends. ## Retention Offering a pause or a downgrade is acceptable when the customer's concern is price or temporary non-use. Do not apply p",Please contact support with your details. The team will review the issue and provide an update.,"According to the Subscription Cancellation SOP: Covers customers who want to cancel a recurring subscription, pause it, or stop auto-renewal. Refunds for already-billed periods follow the refund policy. - **Cancel at period end (default):** access continues until the paid period expires; no further charges occur. - **Immediate cancellation:** access ends now; eligible unused time may be refunded only where the plan terms or local law require it. - **Pause:** billing suspends for a chosen interval and resumes automatically unless cancelled. Auto-renewal is on by default. Disabling it keeps the subscription active through the current period and prevents the next charge. Confirm to the customer the exact date the final access ends. Offering ","According to the Subscription Cancellation SOP: Covers customers who want to cancel a recurring subscription, pause it, or stop auto-renewal. Refunds for already-billed periods follow the refund policy. - **Cancel at period end (default):** access continues until the paid period expires; no further charges occur. - **Immediate cancellation:** access ends now; eligible unused time may be refunded only where the plan terms or local law require it. - **Pause:** billing suspends for a chosen interval and resumes automatically unless cancelled. Auto-renewal is on by default. Disabling it keeps the subscription active through the current period and prevents the next charge. Confirm to the customer the exact date the final access ends. Offering ",0.022058823529411766,0.022058823529411766,8.953669137567467e-06,0.8014705882352942,0.7941176470588235,0.7517936831245356,0.8014705882352942,0.7941176470588235,0.7517936831245356
I need help with account recovery for order 101885,account_recovery,"# Account Recovery ## When To Use Use this procedure when a customer cannot access their account due to a lockout, a lost email address, suspected unauthorized access, or a disabled account — anything beyond a simple forgotten password (see the password reset procedure for that case). ## Identity Verification Before any recovery action, verify identity with at least two of: the registered email, the last order identifier, the billing postal code, or the last four digits of the payment method on file. Never read back full payment details or one-time codes to the customer. ## Lockout After Failed Attempts Accounts lock for 30 minutes after five failed sign-in attempts. If the customer did not make those attempts, treat it as a possible compromise: unlock only after identity verification, force a password reset, and recommend enabling two-factor authentication. ## Lost Or Changed Email If t",Please contact support with your details. The team will review the issue and provide an update.,"According to the Account Recovery SOP: Use this procedure when a customer cannot access their account due to a lockout, a lost email address, suspected unauthorized access, or a disabled account — anything beyond a simple forgotten password (see the password reset procedure for that case). Before any recovery action, verify identity with at least two of: the registered email, the last order identifier, the billing postal code, or the last four digits of the payment method on file. Never read back full payment details or one-time codes to the customer. Accounts lock for 30 minutes after five failed sign-in attempts. If the customer did not make those attempts, treat it as a possible compromise: unlock only after identity verificat","According to the Account Recovery SOP: Use this procedure when a customer cannot access their account due to a lockout, a lost email address, suspected unauthorized access, or a disabled account — anything beyond a simple forgotten password (see the password reset procedure for that case). Before any recovery action, verify identity with at least two of: the registered email, the last order identifier, the billing postal code, or the last four digits of the payment method on file. Never read back full payment details or one-time codes to the customer. Accounts lock for 30 minutes after five failed sign-in attempts. If the customer did not make those attempts, treat it as a possible compromise: unlock only after identity verificat",0.035211267605633804,0.035211267605633804,6.992022202217634e-06,0.823943661971831,0.8169014084507042,0.7767511698293887,0.823943661971831,0.8169014084507042,0.7767511698293887
What is the company policy for refund policy?,refund_policy,"# Refund Policy ## Eligibility Customers may request a refund within 30 days of the original purchase or delivery date, whichever is later. To be eligible, the item must be unused or defective, and the request must reference a valid order identifier. Digital goods and subscription fees already consumed are non-refundable except where required by local consumer law. ## Refund Methods Approved refunds are issued to the original payment method. If the original card or wallet is no longer active, store credit of equal value is offered as an alternative. Cash refunds are not provided for online orders. ## Processing Time Once a refund is approved, the amount is released within 5–7 business days. Bank or card-network posting can add a further 3–5 business days, so advise customers that the full cycle may take up to 12 business days. Duplicate or accidental charges are prioritized and typically",Please contact support with your details. The team will review the issue and provide an update.,"According to the Refund Policy SOP: Customers may request a refund within 30 days of the original purchase or delivery date, whichever is later. To be eligible, the item must be unused or defective, and the request must reference a valid order identifier. Digital goods and subscription fees already consumed are non-refundable except where required by local consumer law. Approved refunds are issued to the original payment method. If the original card or wallet is no longer active, store credit of equal value is offered as an alternative. Cash refunds are not provided for online orders. Once a refund is approved, the amount is released within 5–7 business days. Bank or card-network posting can add a further 3–5 business days, so","According to the Refund Policy SOP: Customers may request a refund within 30 days of the original purchase or delivery date, whichever is later. To be eligible, the item must be unused or defective, and the request must reference a valid order identifier. Digital goods and subscription fees already consumed are non-refundable except where required by local consumer law. Approved refunds are issued to the original payment method. If the original card or wallet is no longer active, store credit of equal value is offered as an alternative. Cash refunds are not provided for online orders. Once a refund is approved, the amount is released within 5–7 business days. Bank or card-network posting can add a further 3–5 business days, so",0.027210884353741496,0.027210884353741496,4.837915402050155e-06,0.8367346938775511,0.8231292517006803,0.7853360551418002,0.8367346938775511,0.8231292517006803,0.7853360551418002
I need help with subscription cancellation for order 101310,subscription_cancellation,"# Subscription Cancellation ## Scope Covers customers who want to cancel a recurring subscription, pause it, or stop auto-renewal. Refunds for already-billed periods follow the refund policy. ## Cancellation Options - **Cancel at period end (default):** access continues until the paid period expires; no further charges occur. - **Immediate cancellation:** access ends now; eligible unused time may be refunded only where the plan terms or local law require it. - **Pause:** billing suspends for a chosen interval and resumes automatically unless cancelled. ## Auto-Renewal Auto-renewal is on by default. Disabling it keeps the subscription active through the current period and prevents the next charge. Confirm to the customer the exact date the final access ends. ## Retention Offering a pause or a downgrade is acceptable when the customer's concern is price or temporary non-use. Do not apply p",Please contact support with your details. The team will review the issue and provide an update.,"According to the Subscription Cancellation SOP: Covers customers who want to cancel a recurring subscription, pause it, or stop auto-renewal. Refunds for already-billed periods follow the refund policy. - **Cancel at period end (default):** access continues until the paid period expires; no further charges occur. - **Immediate cancellation:** access ends now; eligible unused time may be refunded only where the plan terms or local law require it. - **Pause:** billing suspends for a chosen interval and resumes automatically unless cancelled. Auto-renewal is on by default. Disabling it keeps the subscription active through the current period and prevents the next charge. Confirm to the customer the exact date the final access ends. Offering ","According to the Subscription Cancellation SOP: Covers customers who want to cancel a recurring subscription, pause it, or stop auto-renewal. Refunds for already-billed periods follow the refund policy. - **Cancel at period end (default):** access continues until the paid period expires; no further charges occur. - **Immediate cancellation:** access ends now; eligible unused time may be refunded only where the plan terms or local law require it. - **Pause:** billing suspends for a chosen interval and resumes automatically unless cancelled. Auto-renewal is on by default. Disabling it keeps the subscription active through the current period and prevents the next charge. Confirm to the customer the exact date the final access ends. Offering ",0.022058823529411766,0.022058823529411766,8.953669137567467e-06,0.8014705882352942,0.7941176470588235,0.7517936831245356,0.8014705882352942,0.7941176470588235,0.7517936831245356
I need help with payment methods for order 104920,payment_methods,"# Payment Methods ## Accepted Methods The store accepts major credit and debit cards, common digital wallets, and bank transfer for eligible regions. Gift cards and store credit can be combined with one other payment method at checkout. Cash on delivery is not offered for online orders. ## Authorization vs Capture At checkout the payment is authorized (a temporary hold) and only captured when the order ships. A visible pending hold that does not match the final total is normal and resolves within 3–5 business days; explain this before treating it as a billing dispute. ## Failed Or Declined Payments Common causes: insufficient funds, an expired card, a billing-address mismatch, or the bank's fraud screening. Advise the customer to verify card details and contact their bank if the decline persists. Never ask the customer to send full card numbers or security codes through chat or email. ##",Please contact support with your details. The team will review the issue and provide an update.,"According to the Payment Methods SOP: The store accepts major credit and debit cards, common digital wallets, and bank transfer for eligible regions. Gift cards and store credit can be combined with one other payment method at checkout. Cash on delivery is not offered for online orders. At checkout the payment is authorized (a temporary hold) and only captured when the order ships. A visible pending hold that does not match the final total is normal and resolves within 3–5 business days; explain this before treating it as a billing dispute. Common causes: insufficient funds, an expired card, a billing-address mismatch, or the bank's fraud screening. Advise the customer to verify card details and contact their bank if the decline","According to the Payment Methods SOP: The store accepts major credit and debit cards, common digital wallets, and bank transfer for eligible regions. Gift cards and store credit can be combined with one other payment method at checkout. Cash on delivery is not offered for online orders. At checkout the payment is authorized (a temporary hold) and only captured when the order ships. A visible pending hold that does not match the final total is normal and resolves within 3–5 business days; explain this before treating it as a billing dispute. Common causes: insufficient funds, an expired card, a billing-address mismatch, or the bank's fraud screening. Advise the customer to verify card details and contact their bank if the decline",0.04827586206896552,0.034482758620689655,6.305283122678082e-06,0.8344827586206897,0.8206896551724138,0.782205578295506,0.8344827586206897,0.8206896551724138,0.782205578295506
I need help with subscription cancellation for order 102090,subscription_cancellation,"# Subscription Cancellation ## Scope Covers customers who want to cancel a recurring subscription, pause it, or stop auto-renewal. Refunds for already-billed periods follow the refund policy. ## Cancellation Options - **Cancel at period end (default):** access continues until the paid period expires; no further charges occur. - **Immediate cancellation:** access ends now; eligible unused time may be refunded only where the plan terms or local law require it. - **Pause:** billing suspends for a chosen interval and resumes automatically unless cancelled. ## Auto-Renewal Auto-renewal is on by default. Disabling it keeps the subscription active through the current period and prevents the next charge. Confirm to the customer the exact date the final access ends. ## Retention Offering a pause or a downgrade is acceptable when the customer's concern is price or temporary non-use. Do not apply p",Please contact support with your details. The team will review the issue and provide an update.,"According to the Subscription Cancellation SOP: Covers customers who want to cancel a recurring subscription, pause it, or stop auto-renewal. Refunds for already-billed periods follow the refund policy. - **Cancel at period end (default):** access continues until the paid period expires; no further charges occur. - **Immediate cancellation:** access ends now; eligible unused time may be refunded only where the plan terms or local law require it. - **Pause:** billing suspends for a chosen interval and resumes automatically unless cancelled. Auto-renewal is on by default. Disabling it keeps the subscription active through the current period and prevents the next charge. Confirm to the customer the exact date the final access ends. Offering ","According to the Subscription Cancellation SOP: Covers customers who want to cancel a recurring subscription, pause it, or stop auto-renewal. Refunds for already-billed periods follow the refund policy. - **Cancel at period end (default):** access continues until the paid period expires; no further charges occur. - **Immediate cancellation:** access ends now; eligible unused time may be refunded only where the plan terms or local law require it. - **Pause:** billing suspends for a chosen interval and resumes automatically unless cancelled. Auto-renewal is on by default. Disabling it keeps the subscription active through the current period and prevents the next charge. Confirm to the customer the exact date the final access ends. Offering ",0.022058823529411766,0.022058823529411766,8.953669137567467e-06,0.8014705882352942,0.7941176470588235,0.7517936831245356,0.8014705882352942,0.7941176470588235,0.7517936831245356
